Fabric_Type,Region,Cost_per_Unit(INR),Transport_Time(days),Distance_to_Base(km),Demand_Units,Available_Stock,Supplier_Rating(1-5),Risk_Factor(1-10),Supply_Priority
Nylon,Hot Desert,454.74,15.52,875.7,9877,14497,2.7,5.3,MEDIUM
Bamboo Fibre,Coastal,327.85,8.44,562.8,12414,14960,3.7,3.8,LOW
Kevlar,High Altitude,3157.28,29.98,1936.9,12728,11601,2.2,1.9,MEDIUM
Bamboo Fibre,High Altitude,402.18,30.75,1905.2,9956,10369,2.4,1.6,MEDIUM
Bamboo Fibre,Hot Desert,345.17,23.44,1126.7,8959,10717,4.2,6.7,MEDIUM
Polyester,Coastal,257.59,10.97,756.5,7331,4949,4.1,5.8,MEDIUM
Nylon,Cold Desert,302.96,28.24,1353.9,13907,10353,2.4,6.1,HIGH
Kevlar,Cold Desert,2321.49,16.58,761.4,6383,6071,1.5,3.0,MEDIUM
Bamboo Fibre,Hot Desert,531.54,24.14,1032.2,7584,11541,4.7,8.7,MEDIUM
Kevlar,General Use,3401.57,3.81,154.4,8521,10268,2.5,4.3,LOW
Cotton,General Use,439.31,5.24,319.0,5183,3957,4.7,2.7,MEDIUM
Bamboo Fibre,Hot Desert,545.05,19.85,1561.0,11918,5560,3.4,7.5,HIGH
Wool,Jungle,801.75,33.44,1598.3,8889,8468,2.1,8.1,MEDIUM
Cotton,Cold Desert,438.84,12.85,1025.0,12784,10105,1.4,2.7,MEDIUM
Polyester,Cold Desert,310.48,17.4,1279.3,5325,3852,1.1,2.6,MEDIUM
Cotton,Cold Desert,352.29,25.39,1334.2,13632,15106,2.0,7.1,MEDIUM
Polyester,High Altitude,304.31,43.97,1532.9,11964,4945,3.1,9.6,HIGH
Wool,High Altitude,679.91,26.29,1952.0,12406,16729,1.1,2.4,MEDIUM
Bamboo Fibre,Cold Desert,643.95,16.5,568.0,8900,8116,3.9,6.9,MEDIUM
Kevlar,High Altitude,2790.65,42.2,2944.5,16260,13294,4.4,2.6,HIGH
Polyester,Cold Desert,305.91,13.69,1049.9,7692,8223,4.6,7.0,MEDIUM
Bamboo Fibre,Jungle,316.38,17.79,568.9,7070,4949,2.8,7.8,MEDIUM
Wool,Cold Desert,911.2,14.74,876.9,13954,10219,4.2,9.0,MEDIUM
Nylon,High Altitude,700.55,20.66,1647.8,13921,12935,2.8,4.3,MEDIUM
Wool,General Use,745.63,8.61,673.3,6547,5022,1.7,7.3,MEDIUM
Nylon,General Use,347.42,9.26,680.2,4546,2000,2.1,1.6,MEDIUM
Nylon,Jungle,565.76,25.74,1253.7,16443,9157,3.9,5.2,HIGH
Polyester,Cold Desert,181.53,24.15,1311.5,7928,10722,3.2,8.6,MEDIUM
Nylon,Hot Desert,449.96,14.06,820.3,9946,8459,3.3,9.9,MEDIUM
Cotton,Hot Desert,324.11,16.78,1057.8,6766,9085,4.0,9.0,MEDIUM
Bamboo Fibre,Jungle,267.56,27.35,1523.2,13227,19801,4.1,6.5,MEDIUM
Nylon,Cold Desert,791.01,13.05,778.5,7680,11591,1.4,2.0,MEDIUM
Nylon,Coastal,493.84,5.88,194.6,9201,4618,1.5,9.3,MEDIUM
Cotton,Jungle,586.33,19.87,699.3,8208,13069,2.8,3.3,MEDIUM
Kevlar,Coastal,3083.6,7.83,464.0,7923,10245,1.6,10.0,LOW
Polyester,Hot Desert,257.83,11.49,803.4,12149,17421,4.2,8.6,MEDIUM
Wool,High Altitude,643.96,39.72,1362.5,10665,15666,1.4,9.9,MEDIUM
Nylon,Coastal,613.48,14.1,466.6,10748,14329,2.8,3.9,MEDIUM
Cotton,Jungle,568.49,32.36,1981.8,17641,8995,3.7,4.0,HIGH
Bamboo Fibre,Hot Desert,354.04,21.2,996.4,7517,10001,1.4,9.6,MEDIUM
Cotton,Coastal,273.31,11.86,749.6,13297,19542,4.4,9.9,MEDIUM
Polyester,Jungle,251.53,22.68,1688.8,13843,10771,4.8,2.0,HIGH
Wool,High Altitude,1119.86,20.18,933.8,11245,12877,2.1,7.6,MEDIUM
Cotton,Coastal,450.13,7.29,266.2,5218,3431,1.4,5.3,MEDIUM
Bamboo Fibre,Cold Desert,446.82,28.99,2243.5,9034,7565,2.4,1.3,MEDIUM
Bamboo Fibre,Hot Desert,665.95,10.67,439.4,5469,8222,4.2,1.3,MEDIUM
Polyester,Hot Desert,352.26,18.64,734.0,5283,3469,3.8,7.1,HIGH
Nylon,Hot Desert,759.38,12.58,869.1,12781,16637,2.8,7.3,MEDIUM
Cotton,Hot Desert,576.42,15.55,1091.2,11648,13632,2.1,9.1,MEDIUM
Kevlar,Hot Desert,1254.17,16.55,597.7,12161,7881,1.6,2.0,MEDIUM
Cotton,Hot Desert,507.18,19.95,1119.0,4405,4105,2.1,8.1,MEDIUM
Wool,Cold Desert,992.71,17.49,777.3,6700,4809,2.3,3.3,MEDIUM
Bamboo Fibre,Coastal,589.41,6.16,382.3,6244,3448,3.9,2.9,MEDIUM
Kevlar,Coastal,2073.24,10.56,838.3,6780,7942,4.4,9.4,MEDIUM
Kevlar,High Altitude,2075.52,25.74,1697.1,10163,10489,4.6,8.1,MEDIUM
Nylon,General Use,411.07,8.85,575.7,8581,5335,4.8,5.2,MEDIUM
Polyester,High Altitude,355.43,22.85,1155.4,14481,9581,4.8,3.1,HIGH
Bamboo Fibre,Cold Desert,446.72,13.37,615.8,13856,7214,4.0,4.3,MEDIUM
Kevlar,Hot Desert,3438.1,20.52,695.5,9999,7536,1.6,9.2,HIGH
Kevlar,Jungle,3127.86,36.12,2074.6,13620,9543,4.6,8.7,HIGH
Cotton,Cold Desert,306.92,21.51,1308.9,8692,13694,2.9,7.0,MEDIUM
Polyester,Jungle,436.03,39.46,2475.4,10866,14084,4.2,6.7,MEDIUM
Cotton,High Altitude,209.41,34.83,2156.1,7127,6383,3.7,9.7,MEDIUM
Nylon,Jungle,400.74,22.05,1205.3,11069,13134,2.4,8.2,MEDIUM
Polyester,Hot Desert,392.49,17.65,1237.1,4979,5268,4.5,2.9,MEDIUM
Wool,Jungle,1134.88,29.81,1099.3,12705,16703,3.0,4.5,MEDIUM
Polyester,Cold Desert,214.78,25.28,1957.4,10632,7225,4.7,7.4,HIGH
Bamboo Fibre,High Altitude,671.86,35.11,2612.5,15264,18529,3.0,3.2,MEDIUM
Nylon,General Use,799.78,7.07,396.9,6187,8965,3.1,4.0,LOW
Wool,General Use,969.97,4.37,181.5,7142,6056,3.4,3.4,MEDIUM
Kevlar,General Use,2124.82,8.29,392.8,8408,10023,4.8,6.9,LOW
Cotton,General Use,402.62,9.83,542.8,4571,7099,2.7,1.0,LOW
Bamboo Fibre,Cold Desert,488.11,21.33,1182.1,10113,14690,4.3,6.8,MEDIUM
Bamboo Fibre,Jungle,524.11,27.87,1115.7,6990,8135,2.8,6.9,MEDIUM
Nylon,Jungle,598.99,34.63,1235.5,9658,7337,3.4,2.8,HIGH
Cotton,General Use,409.16,8.98,424.0,6577,5518,3.7,6.4,MEDIUM
Kevlar,Coastal,3355.51,9.56,493.6,7950,7230,1.4,5.2,MEDIUM
Wool,High Altitude,755.79,31.24,956.2,17218,8338,4.0,4.6,HIGH
Kevlar,High Altitude,3223.86,26.94,1203.1,15460,18030,4.2,3.7,MEDIUM
Polyester,Hot Desert,218.36,10.22,724.7,4983,7943,3.3,3.1,MEDIUM
Nylon,Cold Desert,898.89,17.89,671.6,11309,8401,2.1,5.9,MEDIUM
Nylon,Hot Desert,646.22,10.92,397.5,7137,9769,3.6,5.5,MEDIUM
Nylon,General Use,609.19,9.32,516.7,8304,4807,2.0,4.0,MEDIUM
Nylon,High Altitude,521.73,36.52,2291.3,17039,13548,3.8,8.9,HIGH
Nylon,Cold Desert,638.36,27.31,1302.1,8977,12987,1.3,6.1,MEDIUM
Wool,Hot Desert,516.11,19.42,1408.5,8175,6334,2.5,9.7,HIGH
Nylon,General Use,838.37,3.72,285.5,7848,7696,1.5,2.8,MEDIUM
Nylon,Cold Desert,857.8,13.25,1006.3,7359,6492,2.9,3.9,MEDIUM
Polyester,Jungle,282.81,24.93,1644.9,18580,7807,1.1,1.2,HIGH
Bamboo Fibre,Cold Desert,682.72,19.4,861.5,14477,9308,3.0,8.2,HIGH
Nylon,Hot Desert,792.84,23.16,1133.2,10012,11211,2.7,3.2,MEDIUM
Polyester,Jungle,281.1,35.53,2066.9,11077,17211,2.2,1.5,MEDIUM
Cotton,Jungle,589.09,23.65,898.8,9482,4115,1.6,7.4,HIGH
Nylon,Cold Desert,679.89,24.46,1245.8,9350,7428,4.3,3.5,HIGH
Cotton,Coastal,223.05,6.34,194.1,11884,17969,4.4,8.5,LOW
Wool,Coastal,1053.64,10.48,526.7,6779,6040,3.4,2.8,MEDIUM
Polyester,Cold Desert,421.96,17.12,900.4,13617,9330,4.4,9.4,MEDIUM
Wool,General Use,1124.43,8.54,627.8,4800,4385,1.7,4.2,MEDIUM
Bamboo Fibre,Cold Desert,560.36,21.77,1272.0,10043,10285,3.8,1.3,MEDIUM
Cotton,Coastal,472.41,8.25,637.6,7811,10550,4.3,4.4,LOW
Nylon,Cold Desert,398.67,21.36,797.4,8461,4186,1.0,6.7,HIGH
Nylon,Jungle,387.56,27.43,2104.5,10160,8338,3.5,9.6,HIGH
Cotton,Coastal,373.48,13.49,1007.6,13273,13317,2.5,3.1,MEDIUM
Kevlar,Jungle,3228.68,28.36,1006.8,15659,22130,2.0,6.1,MEDIUM
Bamboo Fibre,Cold Desert,392.12,23.62,1051.1,12027,5658,1.3,3.8,HIGH
Bamboo Fibre,High Altitude,270.7,37.49,1417.4,14304,18718,3.9,3.2,MEDIUM
Wool,Cold Desert,862.15,15.11,624.8,9959,9298,4.1,5.2,MEDIUM
Bamboo Fibre,General Use,275.45,5.0,240.8,8610,9519,2.3,2.2,LOW
Nylon,Cold Desert,619.95,22.53,867.2,9108,11729,1.3,2.6,MEDIUM
Bamboo Fibre,Cold Desert,597.56,14.9,1148.3,6664,9463,2.4,6.4,MEDIUM
Bamboo Fibre,General Use,291.6,3.61,275.3,7865,8764,2.5,3.3,LOW
Cotton,High Altitude,314.49,20.7,1132.6,11135,16954,3.5,4.7,MEDIUM
Bamboo Fibre,High Altitude,430.08,36.77,1956.6,8867,13145,1.1,5.7,MEDIUM
Cotton,High Altitude,494.83,20.19,794.2,15128,18276,4.0,9.2,MEDIUM
Wool,Hot Desert,1189.61,12.79,430.7,9530,5028,3.4,6.9,MEDIUM
Bamboo Fibre,Coastal,544.62,5.25,419.6,13040,20430,4.7,1.3,LOW
Nylon,Jungle,458.68,23.13,1109.0,11050,8775,2.3,2.2,HIGH
Polyester,High Altitude,181.04,43.2,1420.4,9094,4005,4.0,1.4,HIGH
Polyester,Hot Desert,283.22,11.4,584.3,7581,5219,4.6,2.9,MEDIUM
Bamboo Fibre,Hot Desert,276.58,19.9,855.4,4138,5281,1.9,3.9,MEDIUM
Kevlar,High Altitude,1529.52,20.62,1113.8,14279,8102,3.5,4.7,HIGH
Polyester,Hot Desert,173.17,15.78,960.0,6033,7992,1.0,4.8,MEDIUM
Nylon,Jungle,895.9,26.54,2005.4,17837,13214,4.4,8.7,HIGH
Cotton,General Use,562.06,4.46,139.6,9377,4505,2.6,5.8,MEDIUM
Bamboo Fibre,General Use,590.37,3.99,265.8,4834,2832,4.4,9.0,MEDIUM
Bamboo Fibre,General Use,508.11,9.71,529.4,9474,4663,2.7,6.3,MEDIUM
Cotton,Cold Desert,566.18,23.95,1516.6,8119,3820,4.9,3.9,HIGH
Nylon,Hot Desert,857.73,24.93,1838.5,10254,13458,4.0,3.3,MEDIUM
Polyester,Jungle,254.94,33.73,1233.4,16910,12789,4.4,6.6,HIGH
Cotton,Jungle,504.98,25.06,833.5,7582,5042,4.3,4.1,HIGH
Bamboo Fibre,High Altitude,661.95,35.35,2596.2,8118,5087,3.3,1.6,HIGH
Cotton,Jungle,257.28,22.42,918.6,7943,5932,4.2,1.8,HIGH
Nylon,Cold Desert,873.74,15.17,588.5,10081,11439,1.6,7.2,MEDIUM
Bamboo Fibre,Jungle,414.29,29.17,2192.6,16075,20204,2.7,1.1,MEDIUM
Bamboo Fibre,Cold Desert,565.46,18.07,1343.0,6574,5011,3.9,3.6,HIGH
Wool,High Altitude,695.78,33.05,2548.9,8024,7698,3.3,6.9,MEDIUM
Bamboo Fibre,High Altitude,529.85,40.88,1757.4,11018,7772,3.4,8.8,HIGH
Bamboo Fibre,Hot Desert,576.24,20.46,1025.5,12465,19766,1.0,9.2,MEDIUM
Kevlar,Coastal,2890.5,14.06,533.5,6646,3865,1.7,5.5,MEDIUM
Wool,Cold Desert,1096.42,23.97,956.2,8100,5539,4.6,4.6,HIGH
Bamboo Fibre,Jungle,418.09,28.3,2181.6,9788,4579,3.5,8.1,HIGH
Cotton,Cold Desert,202.81,18.59,1441.7,10839,6484,2.4,1.2,HIGH
Polyester,Coastal,433.78,7.08,444.8,8468,10889,3.7,4.3,LOW
Cotton,High Altitude,396.67,33.64,2051.9,10660,15769,1.8,6.9,MEDIUM
Polyester,Coastal,373.88,7.27,226.6,6706,10115,2.2,5.5,LOW
Wool,Cold Desert,786.04,20.85,1005.7,7313,7363,1.7,3.9,MEDIUM
Bamboo Fibre,High Altitude,364.1,27.66,1737.0,6510,9573,4.4,2.7,MEDIUM
Polyester,High Altitude,277.48,32.02,1894.2,13954,18820,1.6,4.9,MEDIUM
Cotton,Jungle,396.02,33.97,2179.8,10123,5353,3.7,5.5,HIGH
Kevlar,General Use,1807.86,7.73,468.8,6177,8805,2.5,3.7,LOW
Kevlar,Coastal,2030.02,14.6,756.5,7634,3619,5.0,3.7,MEDIUM
Polyester,Coastal,435.56,8.72,621.8,8602,8512,3.4,4.4,MEDIUM
Wool,High Altitude,962.29,34.44,1191.0,11961,14620,3.5,9.7,MEDIUM
Bamboo Fibre,Jungle,337.47,31.72,1727.9,17726,13529,1.3,1.9,HIGH
Cotton,Cold Desert,473.42,28.84,1880.8,12603,7541,2.6,5.8,HIGH
Cotton,Cold Desert,313.2,25.86,971.5,9956,5459,1.3,6.8,HIGH
Cotton,Jungle,565.54,34.39,2584.6,12788,18317,4.0,3.3,MEDIUM
Kevlar,Cold Desert,2756.1,19.3,1299.4,13384,20170,4.1,8.6,MEDIUM
Cotton,Coastal,568.7,9.27,382.7,7022,9072,3.5,2.7,LOW
Kevlar,Hot Desert,1600.1,19.18,778.0,4794,1942,4.1,9.4,HIGH
Wool,General Use,815.29,7.01,363.6,6758,5965,4.3,4.3,MEDIUM
Polyester,Jungle,335.28,25.55,1694.3,14694,22345,1.8,8.1,MEDIUM
Bamboo Fibre,High Altitude,395.87,39.95,3001.9,16313,25052,3.8,1.8,MEDIUM
Polyester,Jungle,447.43,27.44,1325.4,9199,8678,1.8,8.1,MEDIUM
Polyester,Coastal,158.93,12.71,819.0,10656,7284,4.5,9.0,MEDIUM
Cotton,Coastal,415.28,5.14,278.0,6536,7840,2.3,9.1,LOW
Polyester,High Altitude,258.61,41.53,2192.0,15085,9965,4.9,2.2,HIGH
Wool,Hot Desert,661.3,22.57,1629.3,8572,11100,2.2,5.0,MEDIUM
Wool,High Altitude,749.86,30.65,2125.2,5553,6088,2.8,8.6,MEDIUM
Wool,General Use,1042.16,3.78,180.9,8957,13119,4.2,9.2,LOW
Kevlar,Cold Desert,2928.09,28.61,2228.3,12597,12710,2.8,2.1,MEDIUM
Wool,General Use,466.01,6.39,216.5,8413,5262,3.5,4.5,MEDIUM
Cotton,Hot Desert,321.99,18.35,564.6,6816,5573,3.7,9.0,HIGH
Nylon,Hot Desert,837.42,17.82,743.7,5375,8011,4.3,1.8,MEDIUM
Nylon,High Altitude,512.58,33.74,2044.2,10697,16974,3.2,6.1,MEDIUM
Polyester,Coastal,266.17,13.26,887.2,12002,17978,1.3,6.1,MEDIUM
Bamboo Fibre,Coastal,580.88,6.54,201.6,5331,8437,2.7,3.9,LOW
Polyester,Coastal,375.25,9.21,339.0,7568,5537,3.2,7.9,MEDIUM
Cotton,Cold Desert,523.8,14.1,849.4,12825,7333,3.5,4.1,MEDIUM
Nylon,Jungle,831.36,26.72,1257.0,9683,3979,4.4,9.1,HIGH
Cotton,Jungle,268.38,39.67,3108.2,8373,6343,4.1,8.7,HIGH
Kevlar,Jungle,1588.52,21.13,1317.3,16871,23504,1.3,8.0,MEDIUM
Kevlar,High Altitude,1788.19,31.59,1622.0,17537,9433,3.2,3.5,HIGH
Bamboo Fibre,Hot Desert,511.44,11.91,941.0,6201,9078,4.8,9.5,MEDIUM
Nylon,Coastal,417.22,12.17,504.2,7732,6939,3.2,2.0,MEDIUM
Bamboo Fibre,Hot Desert,525.27,23.82,962.6,8034,11454,1.1,5.8,MEDIUM
Kevlar,Jungle,2809.45,25.61,2007.6,9505,14439,2.8,3.8,MEDIUM
Bamboo Fibre,Jungle,496.06,19.76,870.1,6859,4532,1.8,5.5,HIGH
Nylon,Cold Desert,353.39,27.98,1369.8,6080,8982,2.9,3.6,MEDIUM
Nylon,High Altitude,875.5,31.4,1272.9,17771,19576,1.5,8.0,MEDIUM
Cotton,Coastal,396.88,7.19,483.6,10148,4575,1.3,3.1,MEDIUM
Wool,Coastal,1032.26,8.29,488.8,5932,8036,1.8,8.2,LOW
Wool,General Use,1149.31,8.69,330.4,6055,5067,2.4,1.0,MEDIUM
Cotton,Jungle,450.04,28.79,2245.5,13939,14367,4.7,1.7,MEDIUM
Cotton,Hot Desert,478.29,18.42,1055.9,6879,7776,4.5,9.4,MEDIUM
Bamboo Fibre,Jungle,608.5,39.13,3072.4,15695,24391,2.6,5.9,MEDIUM
Wool,Cold Desert,420.9,16.16,843.4,14947,9293,3.8,7.2,MEDIUM
Wool,High Altitude,921.3,20.23,900.4,12239,13175,3.7,9.2,MEDIUM
Nylon,Cold Desert,404.86,15.23,1138.9,14207,19156,2.1,5.7,MEDIUM
Polyester,High Altitude,225.27,37.67,2690.4,14923,9702,4.1,2.7,HIGH
Kevlar,High Altitude,1674.34,40.76,2061.3,6698,10124,2.2,7.0,MEDIUM
Bamboo Fibre,High Altitude,482.6,21.53,1151.7,12798,19197,1.9,3.2,MEDIUM
Kevlar,Coastal,2653.34,7.92,584.1,7176,10076,4.2,9.6,LOW
Wool,General Use,855.6,5.23,293.4,5383,7669,1.9,4.9,LOW
Nylon,Jungle,396.28,37.26,2506.7,18398,22390,2.5,9.9,MEDIUM
Cotton,Hot Desert,396.81,24.85,1772.2,11190,15410,4.2,9.4,MEDIUM
Bamboo Fibre,Jungle,266.34,16.77,1108.5,11443,15327,3.8,2.8,MEDIUM
Wool,High Altitude,558.09,43.15,2865.0,6526,3338,2.7,1.4,HIGH
Nylon,Cold Desert,743.52,19.21,673.0,10985,16387,4.7,4.1,MEDIUM
Wool,General Use,810.77,4.68,344.8,4384,5158,1.7,5.8,LOW
Polyester,Coastal,352.47,6.43,270.0,5863,5413,3.4,7.1,MEDIUM
Kevlar,Coastal,2027.3,9.4,402.9,4656,5182,4.8,3.8,LOW
Nylon,Hot Desert,435.03,19.06,647.2,11549,17748,2.7,5.8,MEDIUM
Bamboo Fibre,Coastal,464.79,6.33,200.0,5394,6515,1.5,1.6,LOW
Polyester,High Altitude,252.55,40.41,2632.1,11986,15970,3.7,9.6,MEDIUM
Kevlar,General Use,2184.57,3.45,224.1,7782,11210,4.4,3.5,LOW
Kevlar,Hot Desert,2940.46,14.86,1073.2,7674,9865,1.8,5.5,MEDIUM
Bamboo Fibre,Hot Desert,364.81,22.49,1401.6,8863,4268,2.8,1.5,HIGH
Nylon,Jungle,885.29,22.06,1027.0,15204,13505,3.5,3.8,MEDIUM
Nylon,High Altitude,730.81,42.3,1298.8,7485,7125,4.8,8.6,MEDIUM
Polyester,High Altitude,391.07,37.58,2964.5,6857,4778,2.9,5.6,HIGH
Nylon,Hot Desert,751.12,10.66,369.7,4902,2478,1.1,9.4,MEDIUM
Kevlar,Coastal,2351.66,7.04,312.0,9111,4029,1.2,1.4,MEDIUM
Kevlar,Hot Desert,1995.75,12.11,805.9,11336,9860,1.7,5.7,MEDIUM
Polyester,Cold Desert,236.93,27.5,1610.6,12138,17313,3.0,2.8,MEDIUM
Cotton,Jungle,374.25,33.42,1497.2,7435,9389,2.8,5.3,MEDIUM
Kevlar,General Use,1636.73,9.52,589.3,6478,7354,4.5,6.8,LOW
Cotton,Hot Desert,503.68,18.02,973.2,11475,15641,2.0,2.2,MEDIUM
Wool,Coastal,1198.9,7.82,505.1,11337,11718,1.1,4.2,LOW
Polyester,Jungle,372.07,34.22,2278.1,12512,17486,4.9,7.7,MEDIUM
Nylon,Hot Desert,410.99,21.61,1057.9,9710,3937,3.5,4.0,HIGH
Polyester,Coastal,271.15,5.71,445.8,5621,8882,2.4,7.0,LOW
Polyester,General Use,372.15,6.83,311.6,3426,5379,4.0,4.7,LOW
Cotton,Hot Desert,499.49,21.71,803.9,9076,7793,1.7,9.1,MEDIUM
Cotton,Coastal,396.81,13.03,518.2,10359,15051,4.4,2.5,MEDIUM
Bamboo Fibre,Hot Desert,372.9,11.2,352.1,12988,7071,4.3,10.0,MEDIUM
Kevlar,Cold Desert,3049.4,20.36,1462.6,14335,21754,1.1,4.6,MEDIUM
Wool,Cold Desert,694.14,18.8,1375.4,14763,12259,2.8,2.6,HIGH
Bamboo Fibre,Jungle,511.56,34.0,1365.3,14040,20113,2.1,2.0,MEDIUM
Kevlar,General Use,1326.59,6.24,298.0,9527,10046,4.0,1.8,LOW
Polyester,High Altitude,376.21,33.88,1738.7,15602,21082,1.7,6.3,MEDIUM
Wool,Cold Desert,931.98,29.79,1510.5,10926,11115,2.8,7.4,MEDIUM
Polyester,Jungle,398.87,37.28,2957.1,9017,11347,2.9,8.5,MEDIUM
Nylon,Coastal,562.22,5.56,319.4,8530,5304,1.9,1.1,MEDIUM
Nylon,General Use,468.01,9.06,673.8,5421,8393,2.9,3.2,LOW
Cotton,Coastal,480.46,12.26,637.1,12477,11236,3.9,2.3,MEDIUM
Wool,Jungle,621.3,18.73,630.1,10189,7974,4.5,8.6,HIGH
Cotton,Hot Desert,466.18,18.83,842.8,4083,3794,4.9,6.8,MEDIUM
Nylon,General Use,835.2,8.79,460.9,6024,9376,1.7,9.6,LOW
Kevlar,High Altitude,3441.18,30.5,2271.1,10704,15769,3.7,4.8,MEDIUM
Bamboo Fibre,Coastal,681.85,7.22,431.8,13409,20199,3.3,5.5,LOW
Nylon,Coastal,638.87,13.7,933.2,5202,3256,1.3,1.8,MEDIUM
Nylon,Hot Desert,639.49,11.87,392.5,12561,7726,1.2,6.0,MEDIUM
Polyester,General Use,392.28,4.99,370.4,4151,5047,2.1,7.4,LOW
Wool,High Altitude,907.3,42.8,1561.1,7867,5630,1.5,9.9,HIGH
Bamboo Fibre,High Altitude,286.39,38.98,2475.6,15910,22178,1.5,9.8,MEDIUM
Bamboo Fibre,Jungle,539.8,38.6,2050.6,10622,7984,2.6,4.4,HIGH
Polyester,Hot Desert,181.3,22.38,1065.7,6063,4720,1.1,2.4,HIGH
Bamboo Fibre,Cold Desert,340.22,19.93,1068.8,14117,9314,3.4,4.3,HIGH
Polyester,General Use,222.58,3.22,125.1,4668,5946,3.8,6.1,LOW
Polyester,Jungle,443.06,17.59,1343.3,9895,9734,4.6,8.9,MEDIUM
Nylon,General Use,737.56,6.72,503.6,5480,7785,2.8,1.2,LOW
Wool,Hot Desert,649.62,24.41,1872.9,11159,8106,3.0,6.0,HIGH
Wool,Jungle,561.68,39.54,2737.0,8342,7907,1.5,3.4,MEDIUM
Cotton,Jungle,470.73,17.21,828.5,18520,12393,2.6,9.4,MEDIUM
Cotton,High Altitude,290.24,24.26,1296.5,11896,15367,3.2,8.9,MEDIUM
Nylon,High Altitude,507.32,38.74,2950.3,8073,12048,4.2,9.6,MEDIUM
Wool,Cold Desert,536.43,20.91,1509.3,12802,16907,2.8,5.4,MEDIUM
Wool,Coastal,1110.68,12.38,387.1,8827,13310,2.7,2.9,MEDIUM
Bamboo Fibre,Cold Desert,528.06,27.74,1263.5,10399,4515,1.6,2.6,HIGH
Nylon,High Altitude,566.44,34.37,1499.5,13022,9390,4.2,3.8,HIGH
Cotton,Cold Desert,531.26,12.23,454.0,12856,14994,1.7,7.0,MEDIUM
Cotton,General Use,387.94,4.57,346.6,9686,10381,2.9,2.3,LOW
Nylon,Coastal,649.58,8.19,621.7,7890,5354,3.1,1.1,MEDIUM
Nylon,High Altitude,342.45,24.49,1869.7,9273,6480,2.3,7.6,HIGH
Cotton,General Use,529.79,7.43,304.3,4498,3174,1.7,9.4,MEDIUM
Polyester,High Altitude,249.95,35.42,2333.8,15900,14171,1.2,4.9,MEDIUM
Bamboo Fibre,Jungle,278.6,27.57,1643.6,15158,15180,4.9,9.0,MEDIUM
Cotton,Cold Desert,506.03,20.5,1483.3,5085,2490,4.4,6.0,HIGH
Bamboo Fibre,Coastal,479.3,7.9,280.4,9144,8927,1.5,6.6,MEDIUM
Wool,Cold Desert,851.78,14.43,998.8,12200,17060,4.0,8.7,MEDIUM
Kevlar,General Use,1427.42,9.92,668.1,5318,6324,3.8,7.8,LOW
Nylon,High Altitude,662.98,33.69,2688.1,9958,7572,1.7,5.9,HIGH
Cotton,Coastal,346.51,8.56,450.5,13783,6844,3.5,4.3,MEDIUM
Cotton,High Altitude,371.8,28.44,1148.9,14284,20934,1.4,9.3,MEDIUM
Bamboo Fibre,Coastal,286.24,9.71,417.8,8603,5705,3.0,7.2,MEDIUM
Bamboo Fibre,Hot Desert,578.12,10.93,625.8,9473,4958,4.5,2.8,MEDIUM
Wool,Coastal,914.83,8.24,379.3,13281,10918,2.5,6.7,MEDIUM
Bamboo Fibre,High Altitude,445.09,39.35,1972.4,7090,4751,4.1,3.9,HIGH
Nylon,Cold Desert,533.56,29.59,1059.7,10167,8441,2.5,6.4,HIGH
Polyester,General Use,336.59,3.22,192.3,4152,4449,3.1,5.3,LOW
Cotton,Hot Desert,220.25,20.44,739.7,8854,10982,2.5,9.2,MEDIUM
Bamboo Fibre,High Altitude,469.93,43.89,2782.8,10728,16546,1.5,4.7,MEDIUM
Cotton,Hot Desert,280.1,21.24,1047.3,5140,7049,4.4,1.5,MEDIUM
Wool,Cold Desert,777.68,25.06,839.3,10194,11674,1.8,3.7,MEDIUM
Bamboo Fibre,Cold Desert,400.41,21.2,953.9,13671,5573,2.3,6.0,HIGH
Wool,High Altitude,1179.1,40.4,1983.3,7618,7351,1.6,9.8,MEDIUM
Polyester,Coastal,271.03,12.51,449.9,13254,18825,4.6,1.6,MEDIUM
Nylon,Coastal,498.81,9.5,485.7,11884,18099,3.0,5.9,LOW
Kevlar,High Altitude,2929.29,27.7,2156.0,7324,6325,4.4,6.2,MEDIUM
Bamboo Fibre,Jungle,607.71,19.41,1210.0,8753,9285,1.7,1.2,MEDIUM
Wool,Coastal,1006.79,7.66,241.7,13975,12715,2.4,5.4,MEDIUM
Cotton,Coastal,297.79,12.9,694.5,5168,3815,4.1,2.0,MEDIUM
Cotton,High Altitude,578.23,20.4,866.0,14177,14024,3.3,1.3,MEDIUM
Polyester,Jungle,271.69,16.86,603.0,7063,3038,2.8,5.3,MEDIUM
Nylon,General Use,562.13,4.45,223.3,3173,4994,2.6,7.1,LOW
Cotton,High Altitude,337.08,26.94,2063.7,7823,5728,3.4,2.2,HIGH
Bamboo Fibre,Cold Desert,675.56,24.81,1087.7,14639,21689,2.5,9.9,MEDIUM
Bamboo Fibre,General Use,297.33,3.91,259.9,4848,6212,4.6,9.0,LOW
Polyester,Jungle,303.03,15.32,666.7,12626,5905,2.6,8.7,MEDIUM
Cotton,Jungle,398.15,26.42,2043.6,15869,16343,1.7,9.3,MEDIUM
Wool,Coastal,616.83,12.68,849.2,8782,5611,2.2,3.0,MEDIUM
